fecha,region,canal,categoria,producto,vendedor,unidades,precio_unitario,descuento,total_venta,satisfaccion
2026-03-27,Atlántico,Distribuidor,Bebidas,Agua saborizada,D. Mejía,14,7300.0,0.15,86870.0,4.3
2025-08-20,Bogotá,Distribuidor,Bebidas,Té frío 500ml,C. Ramírez,16,9100.0,0.0,145600.0,3.8
2025-09-26,Atlántico,Marketplace,Café,Café en grano 1kg,D. Mejía,21,25500.0,0.0,535500.0,3.4
2025-11-07,Eje Cafetero,Tienda física,Café,Café molido 500g,D. Mejía,9,41300.0,0.15,315945.0,3.0
2025-11-08,Eje Cafetero,Distribuidor,Bebidas,Jugo natural 1L,S. Vargas,8,8700.0,0.15,59160.0,3.6
2026-05-26,Bogotá,E-commerce,Cuidado,Jabón artesanal,M. Torres,11,24200.0,0.0,266200.0,3.1
2026-03-06,Atlántico,Tienda física,Cuidado,Jabón artesanal,C. Ramírez,18,18300.0,0.1,296460.0,3.1
2026-07-31,Santander,Tienda física,Café,Café en grano 1kg,J. Peña,21,30400.0,0.05,606480.0,3.3
2026-03-21,Atlántico,Tienda física,Cuidado,Crema corporal,J. Peña,4,21800.0,0.0,87200.0,3.3
2026-07-14,Valle del Cauca,Distribuidor,Snacks,Barra de cereal,D. Mejía,19,8900.0,0.0,169100.0,4.8
2025-11-30,Antioquia,Distribuidor,Café,Café molido 500g,S. Vargas,12,37700.0,0.0,452400.0,3.6
2025-08-19,Santander,Marketplace,Café,Café molido 500g,L. Gómez,15,31700.0,0.0,475500.0,4.9
2026-02-09,Atlántico,Marketplace,Bebidas,Agua saborizada,S. Vargas,28,6500.0,0.0,182000.0,4.5
2026-07-27,Atlántico,Marketplace,Snacks,Barra de cereal,D. Mejía,20,8400.0,0.0,168000.0,4.1
2026-05-22,Atlántico,Distribuidor,Cuidado,Jabón artesanal,J. Peña,15,18200.0,0.05,259350.0,4.7
2026-03-05,Bogotá,Distribuidor,Snacks,Mix de frutos secos,D. Mejía,18,12300.0,0.1,199260.0,4.1
2026-06-17,Santander,E-commerce,Snacks,Mix de frutos secos,L. Gómez,12,11200.0,0.15,114240.0,3.8
2026-05-25,Bogotá,Distribuidor,Café,Café en grano 1kg,M. Torres,14,36500.0,0.0,511000.0,4.4
2025-12-22,Antioquia,Distribuidor,Bebidas,Jugo natural 1L,M. Torres,20,8200.0,0.1,147600.0,4.3
2025-10-24,Eje Cafetero,Marketplace,Cuidado,Jabón artesanal,L. Gómez,20,17700.0,0.0,354000.0,4.6
2026-01-29,Valle del Cauca,Tienda física,Bebidas,Agua saborizada,C. Ramírez,16,6300.0,0.0,100800.0,4.7
2026-08-02,Santander,Marketplace,Snacks,Mix de frutos secos,D. Mejía,1,9900.0,0.15,8415.0,4.8
2026-04-17,Valle del Cauca,Tienda física,Bebidas,Agua saborizada,A. Rojas,4,7000.0,0.05,26600.0,3.9
2026-03-10,Antioquia,Marketplace,Bebidas,Té frío 500ml,A. Rojas,19,6000.0,0.0,114000.0,4.2
2026-07-29,Valle del Cauca,Marketplace,Café,Cápsulas x20,J. Peña,1,31600.0,0.05,30020.0,4.1
2026-05-29,Eje Cafetero,E-commerce,Cuidado,Shampoo sólido,A. Rojas,5,19000.0,0.05,90250.0,2.9
2026-04-07,Bogotá,Marketplace,Bebidas,Té frío 500ml,A. Rojas,20,7400.0,0.0,148000.0,3.9
2026-03-25,Santander,Tienda física,Bebidas,Agua saborizada,L. Gómez,10,7200.0,0.0,72000.0,3.4
2025-12-28,Antioquia,E-commerce,Bebidas,Té frío 500ml,M. Torres,9,10600.0,0.0,95400.0,4.7
2025-08-09,Valle del Cauca,Marketplace,Bebidas,Jugo natural 1L,L. Gómez,1,7400.0,0.15,6290.0,3.2
2026-07-31,Atlántico,Marketplace,Bebidas,Jugo natural 1L,A. Rojas,5,7200.0,0.0,36000.0,4.3
2025-10-18,Antioquia,E-commerce,Cuidado,Shampoo sólido,M. Torres,3,23400.0,0.15,59670.0,4.3
2025-09-18,Eje Cafetero,Tienda física,Cuidado,Crema corporal,M. Torres,9,20400.0,0.0,183600.0,3.0
2026-02-25,Atlántico,Tienda física,Cuidado,Shampoo sólido,A. Rojas,20,17700.0,0.05,336300.0,4.3
2025-09-11,Atlántico,Distribuidor,Cuidado,Shampoo sólido,D. Mejía,27,18000.0,0.0,486000.0,4.5
2026-07-26,Antioquia,E-commerce,Cuidado,Shampoo sólido,C. Ramírez,9,19400.0,0.15,148410.0,3.8
2026-04-17,Bogotá,E-commerce,Cuidado,Crema corporal,L. Gómez,12,28200.0,0.0,338400.0,3.2
2026-03-28,Bogotá,Marketplace,Snacks,Chips de plátano,S. Vargas,17,11600.0,0.0,197200.0,5.0
2025-12-15,Santander,Tienda física,Café,Café en grano 1kg,C. Ramírez,1,42000.0,0.05,39900.0,2.9
2025-08-31,Santander,Marketplace,Bebidas,Té frío 500ml,A. Rojas,21,6800.0,0.05,135660.0,2.9
2026-05-18,Antioquia,E-commerce,Café,Café molido 500g,A. Rojas,12,27900.0,0.05,318060.0,4.7
2025-09-25,Eje Cafetero,Tienda física,Bebidas,Jugo natural 1L,A. Rojas,20,6600.0,0.0,132000.0,3.6
2026-03-31,Santander,Distribuidor,Café,Café molido 500g,M. Torres,11,30700.0,0.15,287045.0,5.0
2026-01-01,Antioquia,Distribuidor,Snacks,Barra de cereal,A. Rojas,19,8400.0,0.0,159600.0,4.9
2026-08-01,Atlántico,Marketplace,Café,Cápsulas x20,M. Torres,20,27900.0,0.0,558000.0,4.2
2025-09-10,Antioquia,E-commerce,Bebidas,Té frío 500ml,S. Vargas,16,7700.0,0.15,104720.0,3.6
2026-07-18,Antioquia,Tienda física,Cuidado,Jabón artesanal,A. Rojas,16,17300.0,0.0,276800.0,4.9
2025-12-29,Bogotá,E-commerce,Snacks,Barra de cereal,S. Vargas,14,18600.0,0.0,260400.0,4.1
2025-09-26,Atlántico,Marketplace,Cuidado,Shampoo sólido,A. Rojas,10,17500.0,0.0,175000.0,2.9
2026-07-16,Santander,Marketplace,Bebidas,Té frío 500ml,A. Rojas,15,7400.0,0.0,111000.0,4.4
2025-08-09,Antioquia,Tienda física,Bebidas,Té frío 500ml,M. Torres,12,7000.0,0.0,84000.0,4.6
2026-08-05,Eje Cafetero,E-commerce,Snacks,Chips de plátano,C. Ramírez,15,11200.0,0.0,168000.0,4.6
2025-12-12,Santander,Distribuidor,Snacks,Mix de frutos secos,D. Mejía,11,13400.0,0.0,147400.0,4.2
2026-02-27,Santander,Marketplace,Café,Café molido 500g,S. Vargas,14,28100.0,0.15,334390.0,
2025-09-02,Eje Cafetero,E-commerce,Snacks,Barra de cereal,L. Gómez,18,10100.0,0.15,154530.0,4.9
2026-02-01,Antioquia,Tienda física,Café,Cápsulas x20,D. Mejía,14,31200.0,0.1,393120.0,4.9
2026-01-29,Santander,Marketplace,Bebidas,Té frío 500ml,L. Gómez,11,6200.0,0.15,57970.0,
2026-07-27,Valle del Cauca,Tienda física,Café,Café en grano 1kg,C. Ramírez,8,29300.0,0.0,234400.0,3.9
2026-04-02,Bogotá,Tienda física,Café,Café molido 500g,M. Torres,20,37300.0,0.05,708700.0,3.9
2026-03-01,Atlántico,Tienda física,Bebidas,Jugo natural 1L,M. Torres,3,6000.0,0.0,18000.0,4.4
2026-07-02,Bogotá,Tienda física,Cuidado,Jabón artesanal,C. Ramírez,7,22400.0,0.0,156800.0,4.6
2025-10-09,Atlántico,Tienda física,Cuidado,Jabón artesanal,D. Mejía,14,19800.0,0.0,277200.0,5.0
2026-05-23,Eje Cafetero,E-commerce,Snacks,Barra de cereal,C. Ramírez,13,9000.0,0.0,117000.0,3.5
2025-09-01,Valle del Cauca,Marketplace,Café,Café en grano 1kg,S. Vargas,14,27900.0,0.0,390600.0,2.9
2026-07-07,Atlántico,Marketplace,Bebidas,Té frío 500ml,J. Peña,16,6300.0,0.0,100800.0,4.0
2026-02-06,Eje Cafetero,Marketplace,Snacks,Chips de plátano,D. Mejía,17,8600.0,0.05,138890.0,3.7
2025-12-13,Bogotá,Tienda física,Café,Café molido 500g,L. Gómez,17,51900.0,0.1,794070.0,4.2
2025-10-26,Santander,Tienda física,Snacks,Mix de frutos secos,S. Vargas,7,8900.0,0.0,62300.0,3.2
2026-03-02,Santander,Tienda física,Cuidado,Crema corporal,L. Gómez,15,21200.0,0.0,318000.0,3.0
2026-07-29,Antioquia,E-commerce,Snacks,Chips de plátano,J. Peña,12,9800.0,0.05,111720.0,
2025-08-21,Valle del Cauca,Tienda física,Snacks,Barra de cereal,C. Ramírez,9,8500.0,0.05,72675.0,3.7
2026-03-26,Atlántico,Distribuidor,Cuidado,Crema corporal,L. Gómez,16,17100.0,0.05,259920.0,4.3
2025-12-21,Valle del Cauca,Marketplace,Cuidado,Shampoo sólido,S. Vargas,16,24000.0,0.15,326400.0,4.2
2026-06-15,Antioquia,E-commerce,Snacks,Barra de cereal,A. Rojas,20,11200.0,0.0,224000.0,4.4
2025-11-24,Bogotá,Marketplace,Café,Cápsulas x20,J. Peña,5,51900.0,0.0,259500.0,2.9
2026-08-06,Bogotá,Distribuidor,Snacks,Chips de plátano,L. Gómez,23,12200.0,0.0,280600.0,3.4
2026-04-12,Bogotá,Distribuidor,Cuidado,Shampoo sólido,S. Vargas,22,24400.0,0.1,483120.0,4.6
2025-12-27,Bogotá,E-commerce,Snacks,Mix de frutos secos,S. Vargas,18,19100.0,0.0,343800.0,4.3
2026-02-17,Valle del Cauca,Tienda física,Cuidado,Shampoo sólido,A. Rojas,15,19400.0,0.15,247350.0,4.6
2026-01-11,Bogotá,Tienda física,Cuidado,Crema corporal,L. Gómez,6,24400.0,0.0,146400.0,3.7
2026-04-15,Bogotá,Tienda física,Snacks,Barra de cereal,D. Mejía,22,12400.0,0.0,272800.0,4.1
2026-01-05,Santander,Distribuidor,Cuidado,Shampoo sólido,C. Ramírez,11,21400.0,0.15,200090.0,4.2
2025-10-28,Santander,Tienda física,Bebidas,Té frío 500ml,S. Vargas,18,6900.0,0.15,105570.0,3.1
2026-07-03,Antioquia,Distribuidor,Snacks,Chips de plátano,S. Vargas,10,8800.0,0.1,79200.0,4.3
2025-12-24,Antioquia,Marketplace,Café,Café en grano 1kg,S. Vargas,19,39800.0,0.0,756200.0,2.9
2026-08-01,Atlántico,Distribuidor,Café,Cápsulas x20,L. Gómez,18,25600.0,0.05,437760.0,4.8
2025-11-01,Bogotá,E-commerce,Snacks,Chips de plátano,L. Gómez,14,18600.0,0.0,260400.0,
2025-10-27,Antioquia,Distribuidor,Café,Café molido 500g,L. Gómez,14,27600.0,0.0,386400.0,4.4
2026-07-06,Santander,Marketplace,Snacks,Mix de frutos secos,J. Peña,14,9400.0,0.0,131600.0,3.6
2025-12-17,Bogotá,E-commerce,Bebidas,Jugo natural 1L,C. Ramírez,1,11700.0,0.0,11700.0,3.8
2026-05-21,Santander,Marketplace,Bebidas,Té frío 500ml,L. Gómez,13,7000.0,0.0,91000.0,2.9
2026-05-06,Valle del Cauca,Tienda física,Snacks,Barra de cereal,S. Vargas,12,9600.0,0.05,109440.0,2.8
2025-08-22,Bogotá,Tienda física,Café,Café en grano 1kg,M. Torres,1,32700.0,0.0,32700.0,3.7
2026-04-26,Santander,Marketplace,Snacks,Chips de plátano,C. Ramírez,14,9700.0,0.15,115430.0,4.8
2026-01-22,Bogotá,E-commerce,Bebidas,Agua saborizada,L. Gómez,9,10200.0,0.15,78030.0,4.5
2026-07-23,Santander,E-commerce,Café,Café en grano 1kg,D. Mejía,15,33800.0,0.1,456300.0,4.9
2026-05-04,Valle del Cauca,Marketplace,Café,Café en grano 1kg,A. Rojas,23,27500.0,0.0,632500.0,3.9
2025-10-08,Atlántico,Marketplace,Café,Café molido 500g,C. Ramírez,21,31400.0,0.0,659400.0,3.7
2025-12-09,Eje Cafetero,Marketplace,Café,Café en grano 1kg,D. Mejía,20,41200.0,0.15,700400.0,3.5
2026-04-23,Atlántico,Tienda física,Cuidado,Crema corporal,C. Ramírez,1,18800.0,0.1,16920.0,4.3
2025-08-11,Eje Cafetero,E-commerce,Café,Café en grano 1kg,D. Mejía,11,30700.0,0.0,337700.0,5.0
2026-06-13,Atlántico,Tienda física,Bebidas,Agua saborizada,J. Peña,22,6200.0,0.15,115940.0,3.1
2026-01-29,Bogotá,Tienda física,Café,Cápsulas x20,M. Torres,11,31600.0,0.0,347600.0,5.0
2025-11-04,Santander,Marketplace,Snacks,Chips de plátano,L. Gómez,20,13000.0,0.1,234000.0,4.4
2025-09-16,Eje Cafetero,E-commerce,Snacks,Chips de plátano,M. Torres,26,9400.0,0.0,244400.0,3.3
2026-07-23,Valle del Cauca,Marketplace,Bebidas,Agua saborizada,L. Gómez,17,7300.0,0.0,124100.0,3.8
2025-12-06,Santander,Tienda física,Café,Café en grano 1kg,C. Ramírez,8,41300.0,0.0,330400.0,3.6
2025-12-15,Valle del Cauca,Marketplace,Snacks,Barra de cereal,D. Mejía,17,12300.0,0.05,198645.0,5.0
2025-10-20,Santander,Tienda física,Café,Café en grano 1kg,C. Ramírez,17,29900.0,0.15,432055.0,3.5
2025-08-13,Bogotá,Distribuidor,Café,Café molido 500g,C. Ramírez,9,35400.0,0.05,302670.0,
2026-05-06,Atlántico,Tienda física,Café,Café en grano 1kg,M. Torres,15,31500.0,0.15,401625.0,2.9
2025-09-12,Bogotá,Tienda física,Snacks,Chips de plátano,D. Mejía,19,10300.0,0.0,195700.0,3.7
2026-03-07,Bogotá,E-commerce,Cuidado,Shampoo sólido,J. Peña,1,24300.0,0.0,24300.0,3.7
2025-09-27,Atlántico,Marketplace,Snacks,Chips de plátano,S. Vargas,11,9200.0,0.0,101200.0,4.2
2025-08-17,Antioquia,Distribuidor,Bebidas,Té frío 500ml,L. Gómez,25,6800.0,0.0,170000.0,4.5
2025-10-06,Valle del Cauca,Distribuidor,Snacks,Mix de frutos secos,D. Mejía,12,8600.0,0.0,103200.0,3.0
2025-10-22,Eje Cafetero,Distribuidor,Snacks,Mix de frutos secos,D. Mejía,7,9600.0,0.05,63840.0,3.3
2026-03-05,Valle del Cauca,Tienda física,Bebidas,Jugo natural 1L,S. Vargas,11,6700.0,0.0,73700.0,4.6
2025-10-30,Atlántico,Tienda física,Bebidas,Agua saborizada,M. Torres,17,5900.0,0.15,85255.0,3.1
2026-06-10,Santander,Marketplace,Café,Café molido 500g,A. Rojas,23,27600.0,0.0,634800.0,3.2
2026-07-20,Santander,Tienda física,Café,Cápsulas x20,J. Peña,16,30600.0,0.0,489600.0,4.3
2025-11-13,Valle del Cauca,E-commerce,Café,Cápsulas x20,S. Vargas,10,44500.0,0.0,445000.0,3.0
2026-06-26,Valle del Cauca,Distribuidor,Café,Café en grano 1kg,S. Vargas,23,30200.0,0.05,659870.0,4.0
2026-08-05,Antioquia,Tienda física,Café,Café molido 500g,L. Gómez,11,31500.0,0.0,346500.0,3.8
2026-04-03,Antioquia,E-commerce,Bebidas,Agua saborizada,S. Vargas,13,7200.0,0.15,79560.0,3.2
2026-05-19,Atlántico,E-commerce,Cuidado,Shampoo sólido,S. Vargas,25,19100.0,0.0,477500.0,3.8
2025-09-15,Eje Cafetero,Distribuidor,Café,Cápsulas x20,J. Peña,27,25300.0,0.15,580635.0,3.8
2025-12-25,Antioquia,Tienda física,Café,Cápsulas x20,C. Ramírez,5,34900.0,0.1,157050.0,4.5
2025-09-12,Bogotá,Marketplace,Bebidas,Té frío 500ml,L. Gómez,15,8900.0,0.1,120150.0,3.9
2026-05-20,Antioquia,Distribuidor,Snacks,Mix de frutos secos,D. Mejía,13,9600.0,0.0,124800.0,4.2
2025-10-06,Bogotá,Distribuidor,Snacks,Chips de plátano,D. Mejía,16,12500.0,0.1,180000.0,4.7
2026-06-24,Valle del Cauca,Tienda física,Bebidas,Agua saborizada,M. Torres,18,6600.0,0.1,106920.0,4.6
2026-05-25,Santander,E-commerce,Cuidado,Crema corporal,C. Ramírez,3,21900.0,0.1,59130.0,3.4
2025-11-19,Eje Cafetero,Distribuidor,Bebidas,Jugo natural 1L,C. Ramírez,13,10000.0,0.0,130000.0,2.8
2026-07-23,Atlántico,E-commerce,Snacks,Barra de cereal,M. Torres,15,9900.0,0.0,148500.0,3.0
2025-11-08,Antioquia,Marketplace,Cuidado,Shampoo sólido,D. Mejía,8,28900.0,0.0,231200.0,3.7
2025-11-04,Valle del Cauca,Marketplace,Café,Cápsulas x20,M. Torres,19,39600.0,0.05,714780.0,4.8
2025-08-17,Santander,Distribuidor,Cuidado,Crema corporal,M. Torres,8,20800.0,0.0,166400.0,4.6
2026-04-26,Valle del Cauca,Tienda física,Café,Café en grano 1kg,C. Ramírez,5,27300.0,0.1,122850.0,3.9
2025-11-12,Antioquia,Marketplace,Snacks,Barra de cereal,S. Vargas,12,11600.0,0.1,125280.0,4.1
2026-01-27,Bogotá,Marketplace,Bebidas,Agua saborizada,C. Ramírez,12,7900.0,0.05,90060.0,4.7
2025-08-25,Santander,Marketplace,Snacks,Chips de plátano,S. Vargas,13,9400.0,0.0,122200.0,4.2
2025-11-29,Antioquia,Marketplace,Bebidas,Agua saborizada,D. Mejía,25,9000.0,0.0,225000.0,4.1
2026-07-23,Valle del Cauca,E-commerce,Bebidas,Agua saborizada,J. Peña,1,7200.0,0.0,7200.0,3.1
2025-10-21,Atlántico,E-commerce,Cuidado,Shampoo sólido,D. Mejía,9,22400.0,0.05,191520.0,4.6
2026-08-05,Atlántico,Marketplace,Cuidado,Crema corporal,D. Mejía,20,17400.0,0.0,348000.0,3.4
2026-07-31,Santander,Distribuidor,Bebidas,Té frío 500ml,A. Rojas,15,6200.0,0.0,93000.0,4.2
2026-04-03,Bogotá,E-commerce,Café,Cápsulas x20,M. Torres,6,39200.0,0.0,235200.0,4.1
2025-09-29,Santander,Marketplace,Cuidado,Jabón artesanal,L. Gómez,11,17200.0,0.1,170280.0,3.2
2026-07-04,Antioquia,E-commerce,Cuidado,Shampoo sólido,C. Ramírez,12,23900.0,0.0,286800.0,4.4
2026-08-03,Valle del Cauca,Distribuidor,Cuidado,Jabón artesanal,A. Rojas,26,19700.0,0.0,512200.0,3.4
2026-04-21,Valle del Cauca,Marketplace,Cuidado,Jabón artesanal,C. Ramírez,1,21800.0,0.1,19620.0,4.0
2026-04-05,Atlántico,Marketplace,Café,Cápsulas x20,J. Peña,18,27000.0,0.0,486000.0,
2026-01-03,Antioquia,Tienda física,Cuidado,Shampoo sólido,L. Gómez,15,20800.0,0.05,296400.0,3.6
2026-06-25,Atlántico,Marketplace,Café,Cápsulas x20,C. Ramírez,9,29000.0,0.05,247950.0,3.5
2025-10-12,Eje Cafetero,Tienda física,Cuidado,Crema corporal,M. Torres,18,21000.0,0.0,378000.0,4.4
2026-04-30,Eje Cafetero,Distribuidor,Cuidado,Shampoo sólido,M. Torres,10,18700.0,0.0,187000.0,5.0
2025-09-10,Bogotá,E-commerce,Café,Café en grano 1kg,J. Peña,10,44200.0,0.0,442000.0,4.3
2025-08-19,Santander,Distribuidor,Bebidas,Jugo natural 1L,A. Rojas,7,7300.0,0.0,51100.0,4.0
2026-06-27,Eje Cafetero,Distribuidor,Bebidas,Jugo natural 1L,S. Vargas,8,6300.0,0.05,47880.0,3.7
2026-07-17,Antioquia,Tienda física,Café,Café molido 500g,L. Gómez,19,30700.0,0.05,554135.0,2.9
2025-10-14,Bogotá,E-commerce,Bebidas,Agua saborizada,S. Vargas,1,8700.0,0.05,8265.0,3.2
2025-09-20,Atlántico,Tienda física,Cuidado,Jabón artesanal,L. Gómez,8,21200.0,0.15,144160.0,4.0
2025-08-29,Valle del Cauca,Tienda física,Café,Café en grano 1kg,L. Gómez,13,30900.0,0.1,361530.0,3.5
2025-09-16,Eje Cafetero,Tienda física,Bebidas,Agua saborizada,C. Ramírez,21,7500.0,0.0,157500.0,4.9
2026-05-23,Valle del Cauca,E-commerce,Café,Café molido 500g,A. Rojas,23,31200.0,0.05,681720.0,3.4
2026-06-12,Valle del Cauca,Marketplace,Café,Cápsulas x20,J. Peña,8,30500.0,0.1,219600.0,3.5
2026-05-08,Eje Cafetero,Tienda física,Cuidado,Jabón artesanal,S. Vargas,13,19200.0,0.0,249600.0,4.6
2026-02-12,Bogotá,Tienda física,Snacks,Mix de frutos secos,A. Rojas,8,11300.0,0.1,81360.0,4.9
2025-11-05,Bogotá,Marketplace,Cuidado,Jabón artesanal,S. Vargas,17,32600.0,0.0,554200.0,3.2
2026-03-07,Valle del Cauca,E-commerce,Snacks,Chips de plátano,D. Mejía,23,10100.0,0.0,232300.0,4.8
2026-06-04,Eje Cafetero,E-commerce,Snacks,Barra de cereal,C. Ramírez,12,9500.0,0.0,114000.0,3.5
2025-08-29,Valle del Cauca,Distribuidor,Café,Café en grano 1kg,A. Rojas,23,29800.0,0.05,651130.0,4.9
2025-11-16,Antioquia,Tienda física,Café,Café en grano 1kg,,12,40100.0,0.0,481200.0,3.5
2025-10-06,Atlántico,Distribuidor,Bebidas,Agua saborizada,A. Rojas,8,6900.0,0.1,49680.0,3.7
2025-09-06,Eje Cafetero,E-commerce,Café,Cápsulas x20,S. Vargas,10,33300.0,0.1,299700.0,3.4
2026-08-02,Antioquia,Tienda física,Snacks,Mix de frutos secos,C. Ramírez,11,9000.0,0.05,94050.0,3.6
2026-02-18,Eje Cafetero,E-commerce,Cuidado,Shampoo sólido,S. Vargas,12,21500.0,0.0,258000.0,3.5
2026-06-15,Bogotá,E-commerce,Snacks,Mix de frutos secos,C. Ramírez,11,12000.0,0.05,125400.0,4.0
2026-07-22,Bogotá,E-commerce,Bebidas,Agua saborizada,D. Mejía,12,10000.0,0.0,120000.0,4.2
2025-10-04,Antioquia,Marketplace,Café,Café molido 500g,C. Ramírez,13,31600.0,0.1,369720.0,4.5
2026-01-19,Eje Cafetero,Marketplace,Cuidado,Shampoo sólido,D. Mejía,14,18100.0,0.0,253400.0,3.8
2026-04-19,Atlántico,E-commerce,Café,Café en grano 1kg,C. Ramírez,19,31700.0,0.15,511955.0,3.2
2026-05-13,Santander,Tienda física,Bebidas,Jugo natural 1L,D. Mejía,8,7100.0,0.15,48280.0,4.2
2026-08-02,Antioquia,Distribuidor,Bebidas,Té frío 500ml,A. Rojas,21,7300.0,0.0,153300.0,3.4
2026-02-13,Atlántico,Marketplace,Cuidado,Crema corporal,C. Ramírez,17,17200.0,0.0,292400.0,3.0
2025-09-25,Bogotá,E-commerce,Bebidas,Agua saborizada,D. Mejía,16,8100.0,0.0,129600.0,4.8
2026-07-31,Antioquia,Tienda física,Snacks,Mix de frutos secos,C. Ramírez,7,8700.0,0.0,60900.0,3.5
2025-12-19,Eje Cafetero,E-commerce,Snacks,Chips de plátano,M. Torres,24,12700.0,0.05,289560.0,4.1
2025-09-27,Santander,E-commerce,Bebidas,Agua saborizada,C. Ramírez,14,6800.0,0.05,90440.0,2.8
2026-07-25,Valle del Cauca,Distribuidor,Snacks,Chips de plátano,D. Mejía,7,9500.0,0.05,63175.0,5.0
2025-11-23,Antioquia,Marketplace,Bebidas,Jugo natural 1L,J. Peña,22,10000.0,0.05,209000.0,3.9
2025-12-22,Bogotá,Marketplace,Café,Café molido 500g,D. Mejía,5,50800.0,0.05,241300.0,4.9
2025-09-30,Santander,E-commerce,Bebidas,Jugo natural 1L,M. Torres,16,6900.0,0.0,110400.0,4.6
2025-10-15,Valle del Cauca,Distribuidor,Snacks,Barra de cereal,C. Ramírez,10,10300.0,0.05,97850.0,4.3
2026-01-26,Valle del Cauca,Tienda física,Bebidas,Agua saborizada,J. Peña,9,7400.0,0.1,59940.0,3.9
2025-08-15,Atlántico,E-commerce,Cuidado,Crema corporal,M. Torres,18,21600.0,0.0,388800.0,4.6
2025-11-24,Antioquia,Tienda física,Café,Cápsulas x20,A. Rojas,3,36700.0,0.15,93585.0,3.0
2026-04-01,Antioquia,Marketplace,Café,Café molido 500g,D. Mejía,12,30900.0,0.1,333720.0,
2026-02-07,Valle del Cauca,E-commerce,Café,Café en grano 1kg,J. Peña,8,29500.0,0.0,236000.0,3.5
2026-06-11,Antioquia,Marketplace,Cuidado,Shampoo sólido,L. Gómez,14,21800.0,0.15,259420.0,3.5
2025-09-03,Eje Cafetero,E-commerce,Bebidas,Agua saborizada,L. Gómez,6,6800.0,0.15,34680.0,4.7
2026-05-09,Antioquia,Distribuidor,Cuidado,Crema corporal,J. Peña,18,19400.0,0.1,314280.0,3.5
2025-08-14,Atlántico,Tienda física,Snacks,Chips de plátano,A. Rojas,2,9600.0,0.05,18240.0,3.9
2025-09-23,Atlántico,Distribuidor,Cuidado,Shampoo sólido,A. Rojas,4,18600.0,0.0,74400.0,
2026-02-09,Antioquia,Marketplace,Snacks,Mix de frutos secos,M. Torres,19,9800.0,0.0,186200.0,4.1
2026-04-26,Eje Cafetero,E-commerce,Snacks,Mix de frutos secos,D. Mejía,7,9700.0,0.0,67900.0,3.8
2025-09-25,Santander,Tienda física,Café,Café en grano 1kg,J. Peña,14,27700.0,0.1,349020.0,3.5
2026-02-24,Santander,Marketplace,Bebidas,Jugo natural 1L,S. Vargas,16,7000.0,0.1,100800.0,4.3
2025-08-12,Atlántico,Marketplace,Cuidado,Shampoo sólido,L. Gómez,12,19200.0,0.05,218880.0,3.2
2026-01-27,Santander,Distribuidor,Bebidas,Jugo natural 1L,S. Vargas,7,7400.0,0.1,46620.0,3.8
2025-11-24,Valle del Cauca,Tienda física,Café,Café molido 500g,L. Gómez,19,42300.0,0.0,803700.0,3.6
2026-03-12,Eje Cafetero,Distribuidor,Snacks,Mix de frutos secos,M. Torres,7,10300.0,0.0,72100.0,3.8
2026-04-21,Valle del Cauca,Marketplace,Bebidas,Agua saborizada,S. Vargas,23,7000.0,0.1,144900.0,4.3
2026-04-01,Bogotá,E-commerce,Bebidas,Agua saborizada,M. Torres,20,10100.0,0.0,202000.0,3.2
2025-12-27,Eje Cafetero,E-commerce,Snacks,Chips de plátano,C. Ramírez,18,13500.0,0.0,243000.0,3.6
2026-05-27,Atlántico,Tienda física,Cuidado,Jabón artesanal,J. Peña,25,21700.0,0.1,488250.0,
2026-05-30,Eje Cafetero,Marketplace,Snacks,Mix de frutos secos,D. Mejía,11,8800.0,0.05,91960.0,
2025-08-28,Santander,Tienda física,Snacks,Barra de cereal,M. Torres,16,8800.0,0.0,140800.0,3.2
2026-07-30,Antioquia,E-commerce,Cuidado,Jabón artesanal,L. Gómez,10,20000.0,0.1,180000.0,4.1
2026-03-25,Eje Cafetero,Marketplace,Cuidado,Shampoo sólido,M. Torres,3,19700.0,0.0,59100.0,4.5
2025-12-27,Valle del Cauca,E-commerce,Café,Café molido 500g,C. Ramírez,12,47200.0,0.05,538080.0,3.3
2025-10-23,Eje Cafetero,Tienda física,Bebidas,Agua saborizada,A. Rojas,19,7400.0,0.0,140600.0,4.7
2025-11-06,Eje Cafetero,Distribuidor,Snacks,Mix de frutos secos,S. Vargas,26,11300.0,0.0,293800.0,3.2
2026-04-24,Atlántico,Marketplace,Cuidado,Crema corporal,L. Gómez,9,17400.0,0.05,148770.0,2.9
2026-01-03,Santander,Tienda física,Cuidado,Crema corporal,D. Mejía,2,21500.0,0.0,43000.0,3.9
2026-05-29,Bogotá,E-commerce,Cuidado,Crema corporal,C. Ramírez,15,26700.0,0.0,400500.0,4.1
2025-12-05,Santander,Marketplace,Cuidado,Shampoo sólido,D. Mejía,14,27500.0,0.0,385000.0,4.3
2026-04-29,Valle del Cauca,Marketplace,Cuidado,Jabón artesanal,M. Torres,16,21400.0,0.1,308160.0,3.1
2026-06-07,Eje Cafetero,Marketplace,Snacks,Mix de frutos secos,S. Vargas,19,9800.0,0.0,186200.0,3.0
2025-09-16,Eje Cafetero,Tienda física,Bebidas,Té frío 500ml,M. Torres,19,6900.0,0.0,131100.0,3.9
